filename,species
Amoeba.png,Amoeba
Amoeba_10.png,Amoeba
Amoeba_11.png,Amoeba
Amoeba_12.png,Amoeba
Amoeba_13.png,Amoeba
Amoeba_14.png,Amoeba
Amoeba_15.png,Amoeba
Amoeba_16.png,Amoeba
Amoeba_17.png,Amoeba
Amoeba_18.png,Amoeba
Amoeba_19.png,Amoeba
Amoeba_2.png,Amoeba
Amoeba_20.png,Amoeba
Amoeba_21.png,Amoeba
Amoeba_22.png,Amoeba
Amoeba_23.png,Amoeba
Amoeba_24.png,Amoeba
Amoeba_25.png,Amoeba
Amoeba_26.png,Amoeba
Amoeba_27.png,Amoeba
Amoeba_28.png,Amoeba
Amoeba_29.png,Amoeba
Amoeba_3.png,Amoeba
Amoeba_30.png,Amoeba
Amoeba_31.png,Amoeba
Amoeba_32.png,Amoeba
Amoeba_33.png,Amoeba
Amoeba_34.png,Amoeba
Amoeba_35.png,Amoeba
Amoeba_36.png,Amoeba
Amoeba_37.png,Amoeba
Amoeba_38.png,Amoeba
Amoeba_39.png,Amoeba
Amoeba_4.png,Amoeba
Amoeba_40.png,Amoeba
Amoeba_41.png,Amoeba
Amoeba_42.png,Amoeba
Amoeba_43.png,Amoeba
Amoeba_44.png,Amoeba
Amoeba_45.png,Amoeba
Amoeba_46.png,Amoeba
Amoeba_47.png,Amoeba
Amoeba_48.png,Amoeba
Amoeba_49.png,Amoeba
Amoeba_5.png,Amoeba
Amoeba_50.png,Amoeba
Amoeba_51.png,Amoeba
Amoeba_52.png,Amoeba
Amoeba_53.png,Amoeba
Amoeba_54.png,Amoeba
Amoeba_55.png,Amoeba
Amoeba_56.png,Amoeba
Amoeba_57.png,Amoeba
Amoeba_58.png,Amoeba
Amoeba_59.png,Amoeba
Amoeba_6.png,Amoeba
Amoeba_60.png,Amoeba
Amoeba_61.png,Amoeba
Amoeba_62.png,Amoeba
Amoeba_63.png,Amoeba
Amoeba_64.png,Amoeba
Amoeba_65.png,Amoeba
Amoeba_66.png,Amoeba
Amoeba_67.png,Amoeba
Amoeba_68.png,Amoeba
Amoeba_69.png,Amoeba
Amoeba_7.png,Amoeba
Amoeba_70.png,Amoeba
Amoeba_8.png,Amoeba
Amoeba_9.png,Amoeba
Euglena.png,Euglena.png
Euglena_10.png,Euglena
Euglena_100.png,Euglena
Euglena_11.png,Euglena
Euglena_12.png,Euglena
Euglena_13.png,Euglena
Euglena_14.png,Euglena
Euglena_15.png,Euglena
Euglena_16.png,Euglena
Euglena_17.png,Euglena
Euglena_18.png,Euglena
Euglena_19.png,Euglena
Euglena_2.png,Euglena
Euglena_20.png,Euglena
Euglena_21.png,Euglena
Euglena_22.png,Euglena
Euglena_23.png,Euglena
Euglena_24.png,Euglena
Euglena_25.png,Euglena
Euglena_26.png,Euglena
Euglena_27.png,Euglena
Euglena_28.png,Euglena
Euglena_29.png,Euglena
Euglena_3.png,Euglena
Euglena_30.png,Euglena
Euglena_31.png,Euglena
Euglena_32.png,Euglena
Euglena_33.png,Euglena
Euglena_34.png,Euglena
Euglena_35.png,Euglena
Euglena_36.png,Euglena
Euglena_37.png,Euglena
Euglena_38.png,Euglena
Euglena_39.png,Euglena
Euglena_4.png,Euglena
Euglena_40.png,Euglena
Euglena_41.png,Euglena
Euglena_42.png,Euglena
Euglena_43.png,Euglena
Euglena_44.png,Euglena
Euglena_45.png,Euglena
Euglena_46.png,Euglena
Euglena_47.png,Euglena
Euglena_48.png,Euglena
Euglena_49.png,Euglena
Euglena_5.png,Euglena
Euglena_50.png,Euglena
Euglena_51.png,Euglena
Euglena_52.png,Euglena
Euglena_53.png,Euglena
Euglena_54.png,Euglena
Euglena_55.png,Euglena
Euglena_56.png,Euglena
Euglena_57.png,Euglena
Euglena_58.png,Euglena
Euglena_59.png,Euglena
Euglena_6.png,Euglena
Euglena_60.png,Euglena
Euglena_61.png,Euglena
Euglena_62.png,Euglena
Euglena_63.png,Euglena
Euglena_64.png,Euglena
Euglena_65.png,Euglena
Euglena_66.png,Euglena
Euglena_67.png,Euglena
Euglena_68.png,Euglena
Euglena_69.png,Euglena
Euglena_7.png,Euglena
Euglena_70.png,Euglena
Euglena_71.png,Euglena
Euglena_72.png,Euglena
Euglena_73.png,Euglena
Euglena_74.png,Euglena
Euglena_75.png,Euglena
Euglena_76.png,Euglena
Euglena_77.png,Euglena
Euglena_78.png,Euglena
Euglena_79.png,Euglena
Euglena_8.png,Euglena
Euglena_80.png,Euglena
Euglena_81.png,Euglena
Euglena_82.png,Euglena
Euglena_83.png,Euglena
Euglena_84.png,Euglena
Euglena_85.png,Euglena
Euglena_86.png,Euglena
Euglena_87.png,Euglena
Euglena_88.png,Euglena
Euglena_89.png,Euglena
Euglena_9.png,Euglena
Euglena_90.png,Euglena
Euglena_91.png,Euglena
Euglena_92.png,Euglena
Euglena_93.png,Euglena
Euglena_94.png,Euglena
Euglena_95.png,Euglena
Euglena_96.png,Euglena
Euglena_97.png,Euglena
Euglena_98.png,Euglena
Euglena_99.png,Euglena
Hydra.png,Hydra.png
Hydra_10.png,Hydra
Hydra_11.png,Hydra
Hydra_12.png,Hydra
Hydra_13.png,Hydra
Hydra_14.png,Hydra
Hydra_15.png,Hydra
Hydra_16.png,Hydra
Hydra_17.png,Hydra
Hydra_18.png,Hydra
Hydra_19.png,Hydra
Hydra_2.png,Hydra
Hydra_20.png,Hydra
Hydra_21.png,Hydra
Hydra_22.png,Hydra
Hydra_23.png,Hydra
Hydra_24.png,Hydra
Hydra_25.png,Hydra
Hydra_26.png,Hydra
Hydra_27.png,Hydra
Hydra_28.png,Hydra
Hydra_29.png,Hydra
Hydra_3.png,Hydra
Hydra_30.png,Hydra
Hydra_31.png,Hydra
Hydra_32.png,Hydra
Hydra_33.png,Hydra
Hydra_34.png,Hydra
Hydra_35.png,Hydra
Hydra_36.png,Hydra
Hydra_37.png,Hydra
Hydra_38.png,Hydra
Hydra_39.png,Hydra
Hydra_4.png,Hydra
Hydra_40.png,Hydra
Hydra_41.png,Hydra
Hydra_42.png,Hydra
Hydra_43.png,Hydra
Hydra_44.png,Hydra
Hydra_45.png,Hydra
Hydra_46.png,Hydra
Hydra_47.png,Hydra
Hydra_48.png,Hydra
Hydra_49.png,Hydra
Hydra_5.png,Hydra
Hydra_50.png,Hydra
Hydra_51.png,Hydra
Hydra_52.png,Hydra
Hydra_53.png,Hydra
Hydra_54.png,Hydra
Hydra_55.png,Hydra
Hydra_56.png,Hydra
Hydra_57.png,Hydra
Hydra_58.png,Hydra
Hydra_59.png,Hydra
Hydra_6.png,Hydra
Hydra_60.png,Hydra
Hydra_61.png,Hydra
Hydra_62.png,Hydra
Hydra_63.png,Hydra
Hydra_64.png,Hydra
Hydra_65.png,Hydra
Hydra_66.png,Hydra
Hydra_67.png,Hydra
Hydra_68.png,Hydra
Hydra_69.png,Hydra
Hydra_7.png,Hydra
Hydra_70.png,Hydra
Hydra_71.png,Hydra
Hydra_72.png,Hydra
Hydra_73.png,Hydra
Hydra_74.png,Hydra
Hydra_75.png,Hydra
Hydra_8.png,Hydra
Hydra_9.png,Hydra
Paramecium.png,Paramecium.png
Paramecium_10.png,Paramecium
Paramecium_100.png,Paramecium
Paramecium_11.png,Paramecium
Paramecium_12.png,Paramecium
Paramecium_13.png,Paramecium
Paramecium_14.png,Paramecium
Paramecium_15.png,Paramecium
Paramecium_16.png,Paramecium
Paramecium_17.png,Paramecium
Paramecium_18.png,Paramecium
Paramecium_19.png,Paramecium
Paramecium_2.png,Paramecium
Paramecium_20.png,Paramecium
Paramecium_21.png,Paramecium
Paramecium_22.png,Paramecium
Paramecium_23.png,Paramecium
Paramecium_24.png,Paramecium
Paramecium_25.png,Paramecium
Paramecium_26.png,Paramecium
Paramecium_27.png,Paramecium
Paramecium_28.png,Paramecium
Paramecium_29.png,Paramecium
Paramecium_3.png,Paramecium
Paramecium_30.png,Paramecium
Paramecium_31.png,Paramecium
Paramecium_32.png,Paramecium
Paramecium_33.png,Paramecium
Paramecium_34.png,Paramecium
Paramecium_35.png,Paramecium
Paramecium_36.png,Paramecium
Paramecium_37.png,Paramecium
Paramecium_38.png,Paramecium
Paramecium_39.png,Paramecium
Paramecium_4.png,Paramecium
Paramecium_40.png,Paramecium
Paramecium_41.png,Paramecium
Paramecium_42.png,Paramecium
Paramecium_43.png,Paramecium
Paramecium_44.png,Paramecium
Paramecium_45.png,Paramecium
Paramecium_46.png,Paramecium
Paramecium_47.png,Paramecium
Paramecium_48.png,Paramecium
Paramecium_49.png,Paramecium
Paramecium_5.png,Paramecium
Paramecium_50.png,Paramecium
Paramecium_51.png,Paramecium
Paramecium_52.png,Paramecium
Paramecium_53.png,Paramecium
Paramecium_54.png,Paramecium
Paramecium_55.png,Paramecium
Paramecium_56.png,Paramecium
Paramecium_57.png,Paramecium
Paramecium_58.png,Paramecium
Paramecium_59.png,Paramecium
Paramecium_6.png,Paramecium
Paramecium_60.png,Paramecium
Paramecium_61.png,Paramecium
Paramecium_62.png,Paramecium
Paramecium_63.png,Paramecium
Paramecium_64.png,Paramecium
Paramecium_65.png,Paramecium
Paramecium_66.png,Paramecium
Paramecium_67.png,Paramecium
Paramecium_68.png,Paramecium
Paramecium_69.png,Paramecium
Paramecium_7.png,Paramecium
Paramecium_70.png,Paramecium
Paramecium_71.png,Paramecium
Paramecium_72.png,Paramecium
Paramecium_73.png,Paramecium
Paramecium_74.png,Paramecium
Paramecium_75.png,Paramecium
Paramecium_76.png,Paramecium
Paramecium_77.png,Paramecium
Paramecium_78.png,Paramecium
Paramecium_79.png,Paramecium
Paramecium_8.png,Paramecium
Paramecium_80.png,Paramecium
Paramecium_81.png,Paramecium
Paramecium_82.png,Paramecium
Paramecium_83.png,Paramecium
Paramecium_84.png,Paramecium
Paramecium_85.png,Paramecium
Paramecium_86.png,Paramecium
Paramecium_87.png,Paramecium
Paramecium_88.png,Paramecium
Paramecium_89.png,Paramecium
Paramecium_9.png,Paramecium
Paramecium_90.png,Paramecium
Paramecium_91.png,Paramecium
Paramecium_92.png,Paramecium
Paramecium_93.png,Paramecium
Paramecium_94.png,Paramecium
Paramecium_95.png,Paramecium
Paramecium_96.png,Paramecium
Paramecium_97.png,Paramecium
Paramecium_98.png,Paramecium
Paramecium_99.png,Paramecium
Road_Bacteria.png,Road
Road_Bacteria_10.png,Road
Road_Bacteria_11.png,Road
Road_Bacteria_12.png,Road
Road_Bacteria_13.png,Road
Road_Bacteria_14.png,Road
Road_Bacteria_15.png,Road
Road_Bacteria_16.png,Road
Road_Bacteria_17.png,Road
Road_Bacteria_18.png,Road
Road_Bacteria_19.png,Road
Road_Bacteria_2.png,Road
Road_Bacteria_20.png,Road
Road_Bacteria_21.png,Road
Road_Bacteria_22.png,Road
Road_Bacteria_23.png,Road
Road_Bacteria_24.png,Road
Road_Bacteria_25.png,Road
Road_Bacteria_26.png,Road
Road_Bacteria_27.png,Road
Road_Bacteria_28.png,Road
Road_Bacteria_29.png,Road
Road_Bacteria_3.png,Road
Road_Bacteria_30.png,Road
Road_Bacteria_31.png,Road
Road_Bacteria_32.png,Road
Road_Bacteria_33.png,Road
Road_Bacteria_34.png,Road
Road_Bacteria_35.png,Road
Road_Bacteria_36.png,Road
Road_Bacteria_37.png,Road
Road_Bacteria_38.png,Road
Road_Bacteria_39.png,Road
Road_Bacteria_4.png,Road
Road_Bacteria_40.png,Road
Road_Bacteria_41.png,Road
Road_Bacteria_42.png,Road
Road_Bacteria_43.png,Road
Road_Bacteria_44.png,Road
Road_Bacteria_45.png,Road
Road_Bacteria_46.png,Road
Road_Bacteria_47.png,Road
Road_Bacteria_48.png,Road
Road_Bacteria_49.png,Road
Road_Bacteria_5.png,Road
Road_Bacteria_50.png,Road
Road_Bacteria_51.png,Road
Road_Bacteria_52.png,Road
Road_Bacteria_53.png,Road
Road_Bacteria_54.png,Road
Road_Bacteria_55.png,Road
Road_Bacteria_56.png,Road
Road_Bacteria_57.png,Road
Road_Bacteria_58.png,Road
Road_Bacteria_59.png,Road
Road_Bacteria_6.png,Road
Road_Bacteria_60.png,Road
Road_Bacteria_61.png,Road
Road_Bacteria_62.png,Road
Road_Bacteria_63.png,Road
Road_Bacteria_64.png,Road
Road_Bacteria_65.png,Road
Road_Bacteria_66.png,Road
Road_Bacteria_67.png,Road
Road_Bacteria_68.png,Road
Road_Bacteria_69.png,Road
Road_Bacteria_7.png,Road
Road_Bacteria_70.png,Road
Road_Bacteria_71.png,Road
Road_Bacteria_72.png,Road
Road_Bacteria_73.png,Road
Road_Bacteria_74.png,Road
Road_Bacteria_75.png,Road
Road_Bacteria_76.png,Road
Road_Bacteria_77.png,Road
Road_Bacteria_78.png,Road
Road_Bacteria_79.png,Road
Road_Bacteria_8.png,Road
Road_Bacteria_80.png,Road
Road_Bacteria_81.png,Road
Road_Bacteria_82.png,Road
Road_Bacteria_83.png,Road
Road_Bacteria_84.png,Road
Road_Bacteria_85.png,Road
Road_Bacteria_9.png,Road
Spherical_Bacteria.png,Spherical
Spherical_Bacteria_10.png,Spherical
Spherical_Bacteria_11.png,Spherical
Spherical_Bacteria_12.png,Spherical
Spherical_Bacteria_13.png,Spherical
Spherical_Bacteria_14.png,Spherical
Spherical_Bacteria_15.png,Spherical
Spherical_Bacteria_16.png,Spherical
Spherical_Bacteria_17.png,Spherical
Spherical_Bacteria_18.png,Spherical
Spherical_Bacteria_19.png,Spherical
Spherical_Bacteria_2.png,Spherical
Spherical_Bacteria_20.png,Spherical
Spherical_Bacteria_21.png,Spherical
Spherical_Bacteria_22.png,Spherical
Spherical_Bacteria_23.png,Spherical
Spherical_Bacteria_24.png,Spherical
Spherical_Bacteria_25.png,Spherical
Spherical_Bacteria_26.png,Spherical
Spherical_Bacteria_28.png,Spherical
Spherical_Bacteria_29.png,Spherical
Spherical_Bacteria_3.png,Spherical
Spherical_Bacteria_30.png,Spherical
Spherical_Bacteria_31.png,Spherical
Spherical_Bacteria_32.png,Spherical
Spherical_Bacteria_33.png,Spherical
Spherical_Bacteria_34.png,Spherical
Spherical_Bacteria_35.png,Spherical
Spherical_Bacteria_36.png,Spherical
Spherical_Bacteria_37.png,Spherical
Spherical_Bacteria_38.png,Spherical
Spherical_Bacteria_39.png,Spherical
Spherical_Bacteria_4.png,Spherical
Spherical_Bacteria_40.png,Spherical
Spherical_Bacteria_41.png,Spherical
Spherical_Bacteria_42.png,Spherical
Spherical_Bacteria_43.png,Spherical
Spherical_Bacteria_44.png,Spherical
Spherical_Bacteria_45.png,Spherical
Spherical_Bacteria_46.png,Spherical
Spherical_Bacteria_47.png,Spherical
Spherical_Bacteria_48.png,Spherical
Spherical_Bacteria_49.png,Spherical
Spherical_Bacteria_5.png,Spherical
Spherical_Bacteria_50.png,Spherical
Spherical_Bacteria_51.png,Spherical
Spherical_Bacteria_52.png,Spherical
Spherical_Bacteria_53.png,Spherical
Spherical_Bacteria_54.png,Spherical
Spherical_Bacteria_55.png,Spherical
Spherical_Bacteria_56.png,Spherical
Spherical_Bacteria_57.png,Spherical
Spherical_Bacteria_58.png,Spherical
Spherical_Bacteria_6.png,Spherical
Spherical_Bacteria_60.png,Spherical
Spherical_Bacteria_61.png,Spherical
Spherical_Bacteria_62.png,Spherical
Spherical_Bacteria_63.png,Spherical
Spherical_Bacteria_64.png,Spherical
Spherical_Bacteria_65.png,Spherical
Spherical_Bacteria_66.png,Spherical
Spherical_Bacteria_69.png,Spherical
Spherical_Bacteria_7.png,Spherical
Spherical_Bacteria_71.png,Spherical
Spherical_Bacteria_72.png,Spherical
Spherical_Bacteria_73.png,Spherical
Spherical_Bacteria_74.png,Spherical
Spherical_Bacteria_75.png,Spherical
Spherical_Bacteria_76.png,Spherical
Spherical_Bacteria_77.png,Spherical
Spherical_Bacteria_78.png,Spherical
Spherical_Bacteria_79.png,Spherical
Spherical_Bacteria_8.png,Spherical
Spherical_Bacteria_80.png,Spherical
Spherical_Bacteria_81.png,Spherical
Spherical_Bacteria_82.png,Spherical
Spherical_Bacteria_83.png,Spherical
Spherical_Bacteria_84.png,Spherical
Spherical_Bacteria_85.png,Spherical
Spherical_Bacteria_9.png,Spherical
Spiral_Bacteria.png,Spiral
Spiral_Bacteria_10.png,Spiral
Spiral_Bacteria_11.png,Spiral
Spiral_Bacteria_12.png,Spiral
Spiral_Bacteria_13.png,Spiral
Spiral_Bacteria_14.png,Spiral
Spiral_Bacteria_15.png,Spiral
Spiral_Bacteria_16.png,Spiral
Spiral_Bacteria_17.png,Spiral
Spiral_Bacteria_18.png,Spiral
Spiral_Bacteria_19.png,Spiral
Spiral_Bacteria_2.png,Spiral
Spiral_Bacteria_20.png,Spiral
Spiral_Bacteria_21.png,Spiral
Spiral_Bacteria_22.png,Spiral
Spiral_Bacteria_23.png,Spiral
Spiral_Bacteria_24.png,Spiral
Spiral_Bacteria_25.png,Spiral
Spiral_Bacteria_26.png,Spiral
Spiral_Bacteria_27.png,Spiral
Spiral_Bacteria_28.png,Spiral
Spiral_Bacteria_29.png,Spiral
Spiral_Bacteria_3.png,Spiral
Spiral_Bacteria_30.png,Spiral
Spiral_Bacteria_31.png,Spiral
Spiral_Bacteria_32.png,Spiral
Spiral_Bacteria_33.png,Spiral
Spiral_Bacteria_34.png,Spiral
Spiral_Bacteria_35.png,Spiral
Spiral_Bacteria_36.png,Spiral
Spiral_Bacteria_37.png,Spiral
Spiral_Bacteria_38.png,Spiral
Spiral_Bacteria_39.png,Spiral
Spiral_Bacteria_4.png,Spiral
Spiral_Bacteria_40.png,Spiral
Spiral_Bacteria_41.png,Spiral
Spiral_Bacteria_42.png,Spiral
Spiral_Bacteria_43.png,Spiral
Spiral_Bacteria_44.png,Spiral
Spiral_Bacteria_45.png,Spiral
Spiral_Bacteria_46.png,Spiral
Spiral_Bacteria_47.png,Spiral
Spiral_Bacteria_48.png,Spiral
Spiral_Bacteria_49.png,Spiral
Spiral_Bacteria_5.png,Spiral
Spiral_Bacteria_50.png,Spiral
Spiral_Bacteria_51.png,Spiral
Spiral_Bacteria_52.png,Spiral
Spiral_Bacteria_53.png,Spiral
Spiral_Bacteria_54.png,Spiral
Spiral_Bacteria_55.png,Spiral
Spiral_Bacteria_56.png,Spiral
Spiral_Bacteria_57.png,Spiral
Spiral_Bacteria_58.png,Spiral
Spiral_Bacteria_59.png,Spiral
Spiral_Bacteria_6.png,Spiral
Spiral_Bacteria_60.png,Spiral
Spiral_Bacteria_61.png,Spiral
Spiral_Bacteria_62.png,Spiral
Spiral_Bacteria_63.png,Spiral
Spiral_Bacteria_64.png,Spiral
Spiral_Bacteria_65.png,Spiral
Spiral_Bacteria_66.png,Spiral
Spiral_Bacteria_67.png,Spiral
Spiral_Bacteria_68.png,Spiral
Spiral_Bacteria_69.png,Spiral
Spiral_Bacteria_7.png,Spiral
Spiral_Bacteria_70.png,Spiral
Spiral_Bacteria_71.png,Spiral
Spiral_Bacteria_72.png,Spiral
Spiral_Bacteria_73.png,Spiral
Spiral_Bacteria_74.png,Spiral
Spiral_Bacteria_75.png,Spiral
Spiral_Bacteria_8.png,Spiral
Spiral_Bacteria_9.png,Spiral
Yeast_10.png,Yeast
Yeast_11.png,Yeast
Yeast_12.png,Yeast
Yeast_13.png,Yeast
Yeast_15.png,Yeast
Yeast_16.png,Yeast
Yeast_17.png,Yeast
Yeast_18.png,Yeast
Yeast_19.png,Yeast
Yeast_2.png,Yeast
Yeast_20.png,Yeast
Yeast_22.png,Yeast
Yeast_23.png,Yeast
Yeast_24.png,Yeast
Yeast_26.png,Yeast
Yeast_27.png,Yeast
Yeast_28.png,Yeast
Yeast_29.png,Yeast
Yeast_3.png,Yeast
Yeast_30.png,Yeast
Yeast_31.png,Yeast
Yeast_32.png,Yeast
Yeast_33.png,Yeast
Yeast_34.png,Yeast
Yeast_35.png,Yeast
Yeast_36.png,Yeast
Yeast_37.png,Yeast
Yeast_39.png,Yeast
Yeast_4.png,Yeast
Yeast_40.png,Yeast
Yeast_41.png,Yeast
Yeast_42.png,Yeast
Yeast_43.png,Yeast
Yeast_44.png,Yeast
Yeast_45.png,Yeast
Yeast_46.png,Yeast
Yeast_47.png,Yeast
Yeast_48.png,Yeast
Yeast_49.png,Yeast
Yeast_5.png,Yeast
Yeast_50.png,Yeast
Yeast_51.png,Yeast
Yeast_52.png,Yeast
Yeast_53.png,Yeast
Yeast_54.png,Yeast
Yeast_55.png,Yeast
Yeast_56.png,Yeast
Yeast_57.png,Yeast
Yeast_58.png,Yeast
Yeast_59.png,Yeast
Yeast_6.png,Yeast
Yeast_60.png,Yeast
Yeast_61.png,Yeast
Yeast_62.png,Yeast
Yeast_63.png,Yeast
Yeast_64.png,Yeast
Yeast_65.png,Yeast
Yeast_66.png,Yeast
Yeast_67.png,Yeast
Yeast_68.png,Yeast
Yeast_69.png,Yeast
Yeast_7.png,Yeast
Yeast_70.png,Yeast
Yeast_71.png,Yeast
Yeast_72.png,Yeast
Yeast_73.png,Yeast
Yeast_74.png,Yeast
Yeast_75.png,Yeast
Yeast_8.png,Yeast
Yeast_9.png,Yeast
